ticker_symbol,day_date,stock_performance,prev_avg_sentiment_score
AAPL,2015-01-02,decline,0.1343688963210702
AAPL,2015-01-05,decline,0.20658842364532023
AAPL,2015-01-06,growth,0.12886564952048823
AAPL,2015-01-07,growth,0.1487503361344538
AAPL,2015-01-08,growth,0.1458712979890311
AAPL,2015-01-09,growth,0.16045471571906356
AAPL,2015-01-12,decline,0.2695343333333334
AAPL,2015-01-13,growth,0.14434256900212314
AAPL,2015-01-14,decline,0.15493454810495627
AAPL,2015-01-15,decline,0.09528208640674395
AAPL,2015-01-16,decline,0.06551914335664336
AAPL,2015-01-20,growth,0.1799884792626728
AAPL,2015-01-21,growth,0.15970599369085176
AAPL,2015-01-22,growth,0.1405038888888889
AAPL,2015-01-23,growth,0.10768821428571429
AAPL,2015-01-26,growth,0.2239330024813896
AAPL,2015-01-27,decline,0.1329902757619739
AAPL,2015-01-28,growth,0.12767019342810534
AAPL,2015-01-29,growth,0.13887710225949218
AAPL,2015-01-30,decline,0.11202604698672115
AAPL,2015-02-02,growth,0.19000750988142293
AAPL,2015-02-03,growth,0.10806375344986201
AAPL,2015-02-04,growth,0.11680645724258289
AAPL,2015-02-05,growth,0.10737381103360812
AAPL,2015-02-06,decline,0.11033741197183099
AAPL,2015-02-09,growth,0.1777952380952381
AAPL,2015-02-10,growth,0.1137215498938429
AAPL,2015-02-11,growth,0.13160100913022585
AAPL,2015-02-12,growth,0.14302649467649467
AAPL,2015-02-13,growth,0.1266855199222546
AAPL,2015-02-17,growth,0.15074888226527572
AAPL,2015-02-18,growth,0.08735692495424038
AAPL,2015-02-19,decline,0.11994077750206782
AAPL,2015-02-20,growth,0.11043040650406503
AAPL,2015-02-23,growth,0.17173952483801297
AAPL,2015-02-24,decline,0.12713304721030044
AAPL,2015-02-25,decline,0.13773146811071
AAPL,2015-02-26,growth,0.13731305699481866
AAPL,2015-02-27,decline,0.12777472757753564
AAPL,2015-03-02,growth,0.2094219178082192
AAPL,2015-03-03,growth,0.17247404411764708
AAPL,2015-03-04,decline,0.15760319702602232
AAPL,2015-03-05,decline,0.1229068075117371
AAPL,2015-03-06,growth,0.1112986902050114
AAPL,2015-03-09,growth,0.19178169582772542
AAPL,2015-03-10,decline,0.11766096406283623
AAPL,2015-03-11,decline,0.1109989587505006
AAPL,2015-03-12,growth,0.13356542750929368
AAPL,2015-03-13,decline,0.1604574332909784
AAPL,2015-03-16,growth,0.1980875154511743
AAPL,2015-03-17,growth,0.15027194357366772
AAPL,2015-03-18,growth,0.14142908992416034
AAPL,2015-03-19,decline,0.1603739597315436
AAPL,2015-03-20,decline,0.16893150033944332
AAPL,2015-03-23,growth,0.29766130841121496
AAPL,2015-03-24,decline,0.1717621761658031
AAPL,2015-03-26,growth,0.20028501838235294
AAPL,2015-03-27,decline,0.17627882632831085
AAPL,2015-03-30,growth,0.3080656690140845
AAPL,2015-03-31,decline,0.21786487455197134
AAPL,2015-04-01,decline,0.2033610701107011
AAPL,2015-04-02,growth,0.20261468218442258
AAPL,2015-04-06,growth,0.26880993150684934
AAPL,2015-04-07,decline,0.1940593954248366
AAPL,2015-04-08,decline,0.1596946731234867
AAPL,2015-04-09,growth,0.11682902960526316
AAPL,2015-04-10,growth,0.1104082239720035
AAPL,2015-04-13,decline,0.10671753653444677
AAPL,2015-04-14,decline,0.08154888337468982
AAPL,2015-04-15,growth,0.1017660394265233
AAPL,2015-04-16,decline,0.12631141692150866
AAPL,2015-04-17,decline,0.09756466666666667
AAPL,2015-04-20,growth,0.1268538258575198
AAPL,2015-04-21,decline,0.11860842293906809
AAPL,2015-04-22,growth,0.11464057142857144
AAPL,2015-04-23,growth,0.11922293666026872
AAPL,2015-04-24,growth,0.10156321752265861
AAPL,2015-04-27,growth,0.1394219015280136
AAPL,2015-04-28,decline,0.11521182891512588
AAPL,2015-04-29,decline,0.10113755043227665
